text,label,text_length,word_count,cleaned_text,processed_text,word_count_processed,processed_length
i was so uncomfortable and feeling weird feelings but wasn t sure if they were contractions since i never really felt contractions with jared until they jacked me up with pitocin,surprise,178,31,i was so uncomfortable and feeling weird feelings but wasn t sure if they were contractions since i never really felt contractions with jared until they jacked me up with pitocin,so uncomfortable feeling weird feeling sure contraction since never really felt contraction jared jacked pitocin,15,112
i feel gloomy and tired,sadness,23,5,i feel gloomy and tired,feel gloomy tired,3,17
i really like this person feel that the question was really asked out of a sincere place of love and concern about how to move forward in light of what the sexuality study recently a href http www,joy,196,38,i really like this person feel that the question was really asked out of a sincere place of love and concern about how to move forward in light of what the sexuality study recently a href http www,really like person feel question really asked sincere place love concern move forward light sexuality study recently href http www,20,130
i would force myself to eat my normal routine clean meals a day but then i just started feeling so awful,sadness,104,21,i would force myself to eat my normal routine clean meals a day but then i just started feeling so awful,would force eat normal routine clean meal day just started feeling so awful,13,75
i feel rather privileged to have witnessed the great man in action it really was impossible for a novice like me to work out just which one of the four identical looking riders was he,joy,183,35,i feel rather privileged to have witnessed the great man in action it really was impossible for a novice like me to work out just which one of the four identical looking riders was he,feel rather privileged witnessed great man action really impossible novice like work just one four identical looking rider,18,122
i feel like im at the spa getting a wonderful facial when i use them,joy,68,15,i feel like im at the spa getting a wonderful facial when i use them,feel like im spa getting wonderful facial use,8,45
i feel petty all of a sudden,anger,28,7,i feel petty all of a sudden,feel petty sudden,3,17
i hope you like this more honest amp raw blog post amp if you are feeling unhappy i hope this makes you feel less alone,sadness,119,25,i hope you like this more honest amp raw blog post amp if you are feeling unhappy i hope this makes you feel less alone,hope like honest amp raw blog post amp feeling unhappy hope make feel less alone,15,80
i feel slightly disgusted as well,anger,33,6,i feel slightly disgusted as well,feel slightly disgusted well,4,28
i was quite surprised with the weather these past few days but im so thankful for that since i still can wear my shorts out without feeling that cold yes no kidding,anger,164,32,i was quite surprised with the weather these past few days but im so thankful for that since i still can wear my shorts out without feeling that cold yes no kidding,quite surprised weather past day im so thankful since still wear short without feeling cold yes no kidding,18,106
i feel slightly relaxed being a,joy,31,6,i feel slightly relaxed being a,feel slightly relaxed,3,21
i feel shy to admit that i was struggling to haul a single computer up,fear,70,15,i feel shy to admit that i was struggling to haul a single computer up,feel shy admit struggling haul single computer,7,46
i just went about my script of would you like mustard or sauce with that and started to feel really startled,fear,108,21,i just went about my script of would you like mustard or sauce with that and started to feel really startled,just went script would like mustard sauce started feel really startled,11,70
